Herstellernummer,Zulassung,Gemeinden,Number of Vehicle,Defective Vehicle,Number of Components,Defective Components,Number of Parts,Defective Parts
1,2016-09-14,DORTMUND,18,1,72,12,234,26
1,2016-09-14,GELSENKIRCHEN,6,1,24,2,78,8
1,2016-09-15,DORTMUND,6,1,24,3,78,10
1,2016-09-16,BOCHUM,18,2,72,9,234,23
1,2016-09-16,DORTMUND,28,2,112,16,364,47
1,2016-09-16,GELSENKIRCHEN,10,1,40,3,130,15
1,2016-09-19,NORDKIRCHEN,4,0,16,2,52,4
1,2016-09-20,BOCHUM,14,2,56,8,182,24
1,2016-09-20,DORTMUND,34,4,136,14,442,53
1,2016-09-20,GELSENKIRCHEN,6,2,24,3,78,7
1,2016-09-21,BOCHUM,20,1,80,11,260,33
1,2016-09-21,DORTMUND,132,17,528,66,1716,195
1,2016-09-22,DORTMUND,8,0,32,5,104,12
1,2016-09-22,NORDKIRCHEN,4,1,16,2,52,7
1,2016-09-23,BOCHUM,36,5,144,11,468,49
1,2016-09-23,DORTMUND,54,3,216,10,702,78
1,2016-09-23,GELSENKIRCHEN,22,2,88,14,286,27
1,2016-09-27,DORTMUND,2,0,8,1,26,4
1,2016-09-27,NORDKIRCHEN,2,1,8,1,26,2
1,2016-09-28,BOCHUM,20,1,80,14,260,24
1,2016-09-28,DORTMUND,36,5,144,20,468,57
1,2016-09-28,GELSENKIRCHEN,12,0,48,6,156,10
1,2016-09-29,DORTMUND,34,2,136,17,442,46
1,2016-09-30,BOCHUM,60,5,240,25,780,83
1,2016-09-30,DORTMUND,76,5,304,41,988,118
1,2016-09-30,GELSENKIRCHEN,38,5,152,16,494,63
1,2016-10-03,BOCHUM,10,1,40,2,130,13
1,2016-10-03,DORTMUND,18,2,72,10,234,25
1,2016-10-03,GELSENKIRCHEN,8,1,32,2,104,15
1,2016-10-04,BOCHUM,28,2,112,10,364,45
1,2016-10-04,DORTMUND,40,2,160,14,520,64
1,2016-10-04,GELSENKIRCHEN,10,4,40,9,130,16
1,2016-10-10,DORTMUND,4,1,16,0,52,2
1,2016-10-11,BOCHUM,2,0,8,1,26,2
1,2016-10-11,DORTMUND,6,0,24,3,78,3
1,2016-10-12,BOCHUM,6,2,24,2,78,12
1,2016-10-12,DORTMUND,10,3,40,3,130,10
1,2016-10-13,BOCHUM,14,1,56,5,182,27
1,2016-10-13,DORTMUND,24,1,96,11,312,26
1,2016-10-13,GELSENKIRCHEN,6,0,24,1,78,12
1,2016-10-17,BOCHUM,11,0,44,3,143,22
1,2016-10-17,GELSENKIRCHEN,8,0,32,7,104,8
1,2016-10-18,BOCHUM,10,1,40,3,130,9
1,2016-10-18,DORTMUND,24,1,96,12,312,25
1,2016-10-18,GELSENKIRCHEN,6,0,24,5,78,13
1,2016-10-19,GELSENKIRCHEN,36,7,144,22,468,53
1,2016-10-19,NORDKIRCHEN,2,1,8,0,26,2
1,2016-10-20,BOCHUM,16,0,64,8,208,21
1,2016-10-20,DORTMUND,24,1,96,11,312,38
1,2016-10-20,GELSENKIRCHEN,2,0,8,0,26,3
1,2016-10-21,BOCHUM,148,12,592,64,1924,218
1,2016-10-21,DORTMUND,132,14,528,55,1716,161
1,2016-10-21,GELSENKIRCHEN,50,3,200,19,650,77
1,2016-10-24,BOCHUM,14,1,56,4,182,19
1,2016-10-24,DORTMUND,40,3,160,14,520,46
1,2016-10-24,GELSENKIRCHEN,10,2,40,8,130,15
1,2016-10-24,NORDKIRCHEN,4,0,16,1,52,4
1,2016-10-25,BOCHUM,2,0,8,0,26,5
1,2016-10-25,DORTMUND,10,2,40,8,130,16
1,2016-10-26,BOCHUM,28,3,112,14,364,48
1,2016-10-26,DORTMUND,50,4,200,14,650,64
1,2016-10-26,GELSENKIRCHEN,14,0,56,4,182,18
1,2016-10-28,BOCHUM,16,2,64,7,208,24
1,2016-10-28,DORTMUND,38,8,152,20,494,53
1,2016-10-28,GELSENKIRCHEN,10,0,40,6,130,14
1,2016-11-01,BOCHUM,6,0,24,3,78,8
1,2016-11-01,DORTMUND,10,0,40,4,130,14
1,2016-11-01,GELSENKIRCHEN,2,0,8,1,26,4
1,2016-11-01,NORDKIRCHEN,4,1,16,2,52,9
1,2016-11-02,DORTMUND,6,1,24,1,78,6
1,2016-11-02,NORDKIRCHEN,2,1,8,0,26,1
1,2016-11-03,BOCHUM,12,1,48,4,156,15
1,2016-11-03,DORTMUND,20,0,80,12,260,32
1,2016-11-03,GELSENKIRCHEN,4,1,16,1,52,6
1,2016-11-04,BOCHUM,30,0,120,14,390,47
1,2016-11-04,DORTMUND,52,7,208,24,676,79
1,2016-11-04,GELSENKIRCHEN,16,1,64,10,208,12
1,2016-11-08,BOCHUM,28,3,112,10,364,43
1,2016-11-08,DORTMUND,44,4,176,25,572,61
1,2016-11-08,GELSENKIRCHEN,14,2,56,7,182,21
1,2016-11-09,BOCHUM,10,2,40,2,130,18
1,2016-11-09,DORTMUND,18,2,72,9,234,27
1,2016-11-09,GELSENKIRCHEN,6,1,24,4,78,11
1,2016-11-10,NORDKIRCHEN,4,1,16,4,52,6
1,2016-11-11,DORTMUND,8,1,32,4,104,12
1,2016-11-15,DORTMUND,4,1,16,1,52,1
1,2016-11-16,DORTMUND,17,2,68,10,221,25
1,2016-11-17,GELSENKIRCHEN,3,0,12,3,39,6
1,2016-11-18,BOCHUM,16,1,64,17,208,28
1,2016-11-18,DORTMUND,26,4,104,9,338,34
1,2016-11-18,GELSENKIRCHEN,6,0,24,1,78,11
1,2016-11-21,BOCHUM,126,7,504,53,1638,168
1,2016-11-21,DORTMUND,132,15,528,68,1716,186
1,2016-11-21,GELSENKIRCHEN,144,5,576,70,1872,229
1,2016-11-22,DORTMUND,6,0,24,2,78,8
1,2016-11-22,NORDKIRCHEN,4,0,16,1,52,6
1,2016-11-23,BOCHUM,30,5,120,13,390,44
1,2016-11-23,DORTMUND,58,6,232,19,754,74
1,2016-11-23,GELSENKIRCHEN,16,2,64,5,208,15
1,2016-11-25,BOCHUM,6,2,24,2,78,11
1,2016-11-25,DORTMUND,10,0,40,2,130,11
1,2016-11-25,GELSENKIRCHEN,2,0,8,0,26,1
1,2016-11-29,BOCHUM,16,4,64,7,208,28
1,2016-11-29,DORTMUND,30,6,120,17,390,56
1,2016-11-29,GELSENKIRCHEN,10,1,40,2,130,13
1,2016-11-30,BOCHUM,1,0,4,0,13,2
1,2016-11-30,DORTMUND,74,8,296,38,962,110
1,2016-12-01,BOCHUM,6,1,24,2,78,5
1,2016-12-01,DORTMUND,12,3,48,5,156,17
1,2016-12-02,NORDKIRCHEN,4,1,16,1,52,4
1,2016-12-07,BOCHUM,1,0,4,0,13,1
1,2016-12-08,BOCHUM,22,2,88,9,286,31
1,2016-12-08,DORTMUND,46,5,184,35,598,62
1,2016-12-08,GELSENKIRCHEN,8,0,32,7,104,14
1,2016-12-09,BOCHUM,10,2,40,9,130,13
1,2016-12-09,DORTMUND,18,1,72,4,234,25
1,2016-12-09,GELSENKIRCHEN,8,0,32,1,104,8
1,2016-12-12,BOCHUM,6,1,24,0,78,7
1,2016-12-12,DORTMUND,10,1,40,2,130,14
1,2016-12-13,BOCHUM,10,1,40,7,130,14
1,2016-12-13,DORTMUND,24,3,96,11,312,40
1,2016-12-13,GELSENKIRCHEN,6,0,24,3,78,7
1,2016-12-15,DORTMUND,4,1,16,1,52,6
1,2016-12-19,GELSENKIRCHEN,36,8,144,14,468,49
1,2016-12-19,NORDKIRCHEN,2,0,8,0,26,2
1,2016-12-20,BOCHUM,14,2,56,8,182,26
1,2016-12-20,DORTMUND,30,2,120,16,390,38
1,2016-12-20,GELSENKIRCHEN,2,0,8,1,26,2
1,2016-12-21,BOCHUM,152,16,608,65,1976,241
1,2016-12-21,DORTMUND,132,15,528,64,1716,179
1,2016-12-21,GELSENKIRCHEN,120,15,480,62,1560,180
1,2016-12-22,DORTMUND,4,1,16,1,52,7
1,2016-12-23,BOCHUM,18,4,72,11,234,22
1,2016-12-23,DORTMUND,50,8,200,26,650,71
1,2016-12-23,GELSENKIRCHEN,11,2,44,4,143,14
1,2016-12-26,BOCHUM,30,6,120,11,390,46
1,2016-12-26,DORTMUND,44,7,176,21,572,55
1,2016-12-26,GELSENKIRCHEN,14,2,56,9,182,27
2,2014-01-01,BOCHUM,4,2,16,1,56,6
2,2014-01-01,DORTMUND,10,0,40,4,140,15
2,2014-01-02,DORTMUND,2,0,8,0,30,2
2,2014-01-06,BOCHUM,4,0,16,4,56,6
2,2014-01-06,DORTMUND,10,0,40,0,140,15
2,2014-01-07,DORTMUND,8,3,32,4,112,14
2,2014-01-08,DORTMUND,25,0,100,19,375,40
2,2014-01-20,GELSENKIRCHEN,5,2,20,4,70,8
2,2014-01-21,BOCHUM,79,5,316,35,1106,117
2,2014-01-21,GELSENKIRCHEN,108,13,432,43,1524,160
2,2014-01-24,NORDKIRCHEN,6,1,24,2,84,8
2,2014-01-27,GELSENKIRCHEN,7,1,28,5,105,10
2,2014-01-28,BOCHUM,10,1,40,5,150,16
2,2014-01-28,DORTMUND,30,3,120,13,420,53
2,2014-01-28,GELSENKIRCHEN,8,0,32,3,120,10
2,2014-02-18,BOCHUM,12,1,48,4,168,22
2,2014-02-18,DORTMUND,16,0,64,1,224,22
2,2014-02-19,BOCHUM,46,5,184,20,644,69
2,2014-02-19,GELSENKIRCHEN,76,5,304,47,1088,113
2,2014-02-19,NORDKIRCHEN,2,0,8,0,28,2
2,2014-02-20,DORTMUND,16,2,64,8,237,30
2,2014-02-21,DORTMUND,174,18,696,76,2517,275
2,2014-02-26,BOCHUM,16,2,64,6,224,25
2,2014-02-26,DORTMUND,9,2,36,7,126,16
2,2014-02-26,GELSENKIRCHEN,12,3,48,4,168,11
2,2014-02-28,BOCHUM,12,1,48,5,180,18
2,2014-02-28,DORTMUND,26,2,104,15,390,30
2,2014-02-28,GELSENKIRCHEN,7,1,28,3,105,5
2,2014-03-10,NORDKIRCHEN,4,0,16,2,56,8
2,2014-03-13,DORTMUND,2,0,8,1,30,3
2,2014-03-18,BOCHUM,18,0,72,11,252,28
2,2014-03-18,DORTMUND,28,5,112,6,392,38
2,2014-03-18,GELSENKIRCHEN,10,0,40,4,140,19
2,2014-03-21,BOCHUM,1,0,4,0,15,1
2,2014-03-21,DORTMUND,132,17,528,66,1886,208
2,2014-03-24,BOCHUM,24,4,96,7,360,49
2,2014-03-24,DORTMUND,46,1,184,19,690,75
2,2014-03-24,GELSENKIRCHEN,14,0,56,5,210,25
2,2014-03-27,DORTMUND,2,0,8,2,30,0
2,2014-03-31,BOCHUM,10,2,40,4,140,11
2,2014-03-31,DORTMUND,22,2,88,8,308,42
2,2014-03-31,GELSENKIRCHEN,6,0,24,0,84,12
2,2014-04-09,BOCHUM,12,2,48,4,168,13
2,2014-04-09,DORTMUND,22,2,88,7,308,30
2,2014-04-09,GELSENKIRCHEN,8,0,32,4,112,11
2,2014-04-17,BOCHUM,14,1,56,5,196,30
2,2014-04-17,DORTMUND,28,0,112,23,392,33
2,2014-04-17,GELSENKIRCHEN,10,3,40,5,140,15
2,2014-04-22,NORDKIRCHEN,4,0,16,1,56,6
2,2014-04-23,BOCHUM,36,2,144,15,540,56
2,2014-04-23,DORTMUND,58,7,232,24,848,93
2,2014-04-23,GELSENKIRCHEN,22,2,88,9,330,48
2,2014-04-29,BOCHUM,16,0,64,6,224,26
2,2014-04-29,DORTMUND,38,3,152,12,532,63
2,2014-04-29,GELSENKIRCHEN,12,1,48,8,172,16
2,2014-05-08,BOCHUM,34,3,136,20,510,62
2,2014-05-08,DORTMUND,48,7,192,18,672,73
2,2014-05-08,GELSENKIRCHEN,22,3,88,7,330,40
2,2014-05-12,BOCHUM,6,1,24,0,90,13
2,2014-05-12,DORTMUND,12,1,48,9,180,24
2,2014-05-14,BOCHUM,10,0,40,6,140,13
2,2014-05-14,DORTMUND,16,1,64,10,224,20
2,2014-05-14,GELSENKIRCHEN,6,1,24,7,84,10
2,2014-05-16,DORTMUND,20,3,80,6,300,29
2,2014-05-21,BOCHUM,140,17,560,55,2007,228
2,2014-05-21,DORTMUND,8,1,32,5,112,16
2,2014-05-21,GELSENKIRCHEN,62,10,248,28,927,85
2,2014-05-26,BOCHUM,3,0,12,0,45,8
2,2014-05-26,DORTMUND,48,1,192,16,720,73
2,2014-05-27,NORDKIRCHEN,2,1,8,0,28,6
2,2014-05-29,BOCHUM,14,2,56,5,210,23
2,2014-05-29,DORTMUND,38,5,152,11,570,58
2,2014-06-02,BOCHUM,2,0,8,2,28,3
2,2014-06-02,DORTMUND,8,0,32,3,112,10
2,2014-06-09,BOCHUM,12,1,48,8,168,24
2,2014-06-09,DORTMUND,20,1,80,9,280,26
2,2014-06-09,GELSENKIRCHEN,8,0,32,4,112,21
2,2014-06-13,DORTMUND,10,1,40,7,150,12
2,2014-06-17,BOCHUM,14,0,56,6,210,21
2,2014-06-17,DORTMUND,30,6,120,13,441,52
2,2014-06-17,GELSENKIRCHEN,10,0,40,4,150,13
2,2014-06-23,BOCHUM,34,4,136,15,482,49
2,2014-06-23,DORTMUND,58,7,232,22,812,88
2,2014-06-23,GELSENKIRCHEN,20,3,80,13,300,34
2,2014-06-25,BOCHUM,6,0,24,3,90,8
2,2014-06-25,DORTMUND,12,0,48,7,180,14
2,2014-07-04,BOCHUM,32,1,128,16,448,52
2,2014-07-04,DORTMUND,46,4,184,11,644,66
2,2014-07-04,GELSENKIRCHEN,16,0,64,3,224,20
2,2014-07-09,BOCHUM,12,0,48,6,168,19
2,2014-07-09,DORTMUND,18,1,72,8,252,27
2,2014-07-09,GELSENKIRCHEN,6,0,24,1,84,7
2,2014-07-16,BOCHUM,18,2,72,6,252,28
2,2014-07-16,DORTMUND,30,4,120,13,420,43
2,2014-07-16,GELSENKIRCHEN,8,0,32,3,112,10
2,2014-07-21,GELSENKIRCHEN,69,3,276,34,966,88
2,2014-07-23,DORTMUND,33,8,132,19,493,48
2,2014-07-24,BOCHUM,4,0,16,3,60,4
2,2014-07-24,DORTMUND,34,3,136,16,510,55
2,2014-07-29,BOCHUM,16,2,64,6,240,22
2,2014-07-29,DORTMUND,40,3,160,19,581,60
2,2014-07-29,GELSENKIRCHEN,14,3,56,3,210,30
2,2014-08-05,BOCHUM,2,1,8,0,28,1
2,2014-08-05,DORTMUND,6,1,24,1,84,12
2,2014-08-06,BOCHUM,6,1,24,2,90,6
2,2014-08-06,DORTMUND,10,2,40,2,148,16
2,2014-08-07,DORTMUND,10,1,40,8,150,11
2,2014-08-19,GELSENKIRCHEN,5,0,20,1,70,5
2,2014-08-21,BOCHUM,29,2,116,10,406,48
2,2014-08-21,GELSENKIRCHEN,108,13,432,43,1512,169
2,2014-09-01,BOCHUM,6,1,24,3,90,10
2,2014-09-01,DORTMUND,12,0,48,6,180,27
2,2014-09-01,GELSENKIRCHEN,2,0,8,1,30,6
2,2014-09-02,DORTMUND,6,0,24,3,90,7
2,2014-09-03,DORTMUND,17,0,68,9,255,27
2,2014-09-09,BOCHUM,10,1,40,2,140,14
2,2014-09-09,DORTMUND,22,1,88,6,308,34
2,2014-09-09,GELSENKIRCHEN,6,0,24,1,84,8
2,2014-09-10,NORDKIRCHEN,4,0,16,1,60,9
2,2014-09-22,NORDKIRCHEN,4,0,16,2,58,5
2,2014-09-23,BOCHUM,31,2,124,12,465,51
2,2014-09-23,DORTMUND,50,4,200,24,750,79
2,2014-09-25,DORTMUND,6,0,24,3,90,8
2,2014-09-30,GELSENKIRCHEN,27,2,108,17,378,52
2,2014-10-07,BOCHUM,8,2,32,3,112,12
2,2014-10-07,DORTMUND,14,1,56,4,196,27
2,2014-10-13,BOCHUM,16,0,64,5,224,33
2,2014-10-13,DORTMUND,30,3,120,17,420,39
2,2014-10-13,GELSENKIRCHEN,10,1,40,2,140,19
2,2014-10-14,DORTMUND,3,0,12,2,42,6
2,2014-10-21,DORTMUND,132,13,528,57,1896,228
2,2014-10-22,DORTMUND,6,0,24,4,90,5
2,2014-10-24,GELSENKIRCHEN,7,0,28,4,98,10
2,2014-10-28,BOCHUM,12,0,48,5,180,22
2,2014-10-28,DORTMUND,46,2,184,21,690,60
2,2014-10-30,BOCHUM,60,2,240,29,869,100
2,2014-10-30,DORTMUND,70,7,280,24,980,103
2,2014-10-30,GELSENKIRCHEN,36,5,144,12,540,66
2,2014-11-03,BOCHUM,12,2,48,3,168,12
2,2014-11-03,DORTMUND,20,3,80,9,280,32
2,2014-11-03,GELSENKIRCHEN,6,1,24,3,84,7
2,2014-11-11,BOCHUM,2,0,8,1,28,2
2,2014-11-11,DORTMUND,8,0,32,3,112,6
2,2014-11-11,NORDKIRCHEN,2,0,8,0,29,5
2,2014-11-13,BOCHUM,7,2,28,6,98,11
2,2014-11-13,GELSENKIRCHEN,6,0,24,4,84,11
2,2014-11-21,GELSENKIRCHEN,47,6,188,17,658,78
2,2014-12-01,BOCHUM,4,0,16,2,56,6
2,2014-12-01,DORTMUND,3,0,12,2,42,5
2,2014-12-08,BOCHUM,30,1,120,9,420,58
2,2014-12-08,DORTMUND,40,6,160,20,560,75
2,2014-12-08,GELSENKIRCHEN,14,2,56,9,196,19
2,2014-12-10,NORDKIRCHEN,2,1,8,1,30,3
2,2014-12-15,DORTMUND,2,0,8,2,30,5
2,2014-12-18,BOCHUM,6,0,24,2,84,9
2,2014-12-18,DORTMUND,20,2,80,10,280,35
2,2014-12-18,GELSENKIRCHEN,6,0,24,6,84,6
2,2014-12-26,BOCHUM,24,2,96,10,360,38
2,2014-12-26,DORTMUND,46,7,184,13,671,84
2,2014-12-26,GELSENKIRCHEN,12,1,48,3,180,28
2,2014-12-30,BOCHUM,50,6,200,16,700,84
2,2014-12-30,DORTMUND,63,7,252,30,882,92
2,2014-12-30,GELSENKIRCHEN,22,2,88,4,308,34
2,2015-01-09,BOCHUM,6,0,24,3,84,12
2,2015-01-09,DORTMUND,12,2,48,6,168,16
2,2015-01-09,GELSENKIRCHEN,2,0,8,0,28,7
2,2015-01-14,BOCHUM,6,1,24,3,84,7
2,2015-01-14,DORTMUND,12,1,48,9,168,22
2,2015-01-14,GELSENKIRCHEN,2,0,8,2,28,3
2,2015-01-22,DORTMUND,2,0,8,1,28,5
2,2015-01-22,GELSENKIRCHEN,4,1,16,0,56,4
2,2015-01-30,BOCHUM,54,11,216,23,771,79
2,2015-01-30,DORTMUND,74,10,296,28,1036,122
2,2015-01-30,GELSENKIRCHEN,14,1,56,9,210,22
2,2015-02-02,DORTMUND,4,1,16,5,60,6
2,2015-02-02,GELSENKIRCHEN,4,2,16,3,60,6
2,2015-02-03,BOCHUM,10,0,40,2,140,13
2,2015-02-03,DORTMUND,16,0,64,3,224,26
2,2015-02-03,GELSENKIRCHEN,6,0,24,2,84,10
2,2015-02-10,DORTMUND,4,0,16,0,60,4
2,2015-02-10,GELSENKIRCHEN,8,1,32,3,120,10
2,2015-02-11,BOCHUM,2,0,8,1,28,5
2,2015-02-11,DORTMUND,4,0,16,1,56,6
2,2015-02-18,BOCHUM,12,1,48,2,168,20
2,2015-02-18,DORTMUND,20,2,80,14,280,29
2,2015-02-18,GELSENKIRCHEN,6,0,24,2,84,7
2,2015-02-19,BOCHUM,50,6,200,26,700,91
2,2015-02-19,GELSENKIRCHEN,80,5,320,32,1188,118
2,2015-02-19,NORDKIRCHEN,2,0,8,0,30,4
2,2015-02-20,NORDKIRCHEN,6,0,24,3,84,5
2,2015-03-02,DORTMUND,8,1,32,1,112,11
2,2015-03-04,BOCHUM,36,4,144,16,540,48
2,2015-03-04,DORTMUND,48,6,192,17,684,73
2,2015-03-04,GELSENKIRCHEN,20,1,80,9,300,25
2,2015-03-11,BOCHUM,4,0,16,2,60,2
2,2015-03-11,DORTMUND,10,0,40,4,150,18
2,2015-03-12,BOCHUM,8,3,32,4,120,17
2,2015-03-12,DORTMUND,14,0,56,10,198,20
2,2015-03-12,GELSENKIRCHEN,4,0,16,0,60,2
2,2015-03-13,BOCHUM,16,2,64,7,224,17
2,2015-03-13,GELSENKIRCHEN,8,1,32,1,112,16
2,2015-03-20,BOCHUM,2,0,8,2,28,1
2,2015-03-20,DORTMUND,42,5,168,16,629,74
2,2015-03-24,BOCHUM,11,0,44,4,154,17
2,2015-03-24,GELSENKIRCHEN,14,0,56,7,196,23
2,2015-04-01,BOCHUM,6,0,24,4,84,7
2,2015-04-01,DORTMUND,14,1,56,4,196,25
2,2015-04-01,GELSENKIRCHEN,4,1,16,1,56,2
2,2015-04-08,DORTMUND,5,1,20,3,75,9
2,2015-04-10,NORDKIRCHEN,6,1,24,2,84,7
2,2015-04-13,BOCHUM,14,1,56,6,210,35
2,2015-04-13,DORTMUND,30,1,120,13,422,39
2,2015-04-13,GELSENKIRCHEN,10,0,40,6,150,17
2,2015-04-17,BOCHUM,14,1,56,6,196,27
2,2015-04-17,DORTMUND,32,3,128,8,448,37
2,2015-04-17,GELSENKIRCHEN,10,2,40,6,140,15
2,2015-04-21,GELSENKIRCHEN,85,8,340,48,1190,125
2,2015-04-22,NORDKIRCHEN,4,1,16,0,60,7
2,2015-04-27,NORDKIRCHEN,2,0,8,1,30,3
2,2015-05-01,DORTMUND,7,0,28,4,102,13
2,2015-05-08,BOCHUM,28,4,112,9,392,45
2,2015-05-08,DORTMUND,44,3,176,16,616,61
2,2015-05-08,GELSENKIRCHEN,12,1,48,5,176,13
2,2015-05-13,BOCHUM,12,2,48,4,168,14
2,2015-05-13,DORTMUND,8,0,32,4,112,11
2,2015-05-13,GELSENKIRCHEN,8,0,32,2,112,6
2,2015-05-14,BOCHUM,10,0,40,8,150,20
2,2015-05-14,DORTMUND,14,1,56,4,210,28
2,2015-05-14,GELSENKIRCHEN,4,1,16,3,60,8
2,2015-05-18,BOCHUM,8,1,32,5,120,12
2,2015-05-18,DORTMUND,26,1,104,9,390,33
2,2015-05-18,GELSENKIRCHEN,6,0,24,2,90,7
2,2015-05-19,GELSENKIRCHEN,38,4,152,14,532,55
2,2015-05-19,NORDKIRCHEN,2,0,8,0,28,4
2,2015-05-26,BOCHUM,36,3,144,16,504,46
2,2015-05-26,DORTMUND,46,6,184,20,644,72
2,2015-05-26,GELSENKIRCHEN,10,1,40,3,140,16
2,2015-06-03,BOCHUM,14,2,56,4,196,23
2,2015-06-03,DORTMUND,17,0,68,10,238,27
2,2015-06-03,GELSENKIRCHEN,8,0,32,3,112,12
2,2015-06-08,BOCHUM,34,1,136,16,476,50
2,2015-06-08,DORTMUND,43,3,172,11,602,53
2,2015-06-08,GELSENKIRCHEN,22,1,88,9,308,23
2,2015-06-10,NORDKIRCHEN,6,2,24,4,90,10
2,2015-06-12,DORTMUND,14,1,56,5,208,18
2,2015-06-18,BOCHUM,24,2,96,9,336,30
2,2015-06-18,GELSENKIRCHEN,6,1,24,3,84,7
2,2015-06-22,DORTMUND,8,1,32,5,117,14
2,2015-06-25,BOCHUM,8,1,32,4,112,11
2,2015-06-25,DORTMUND,14,1,56,7,196,20
2,2015-06-25,GELSENKIRCHEN,2,0,8,1,28,3
2,2015-06-30,BOCHUM,70,11,280,32,980,121
2,2015-06-30,GELSENKIRCHEN,52,3,208,19,728,92
2,2015-07-02,NORDKIRCHEN,4,0,16,2,60,5
2,2015-07-03,BOCHUM,14,1,56,11,196,27
2,2015-07-03,DORTMUND,24,1,96,7,336,30
2,2015-07-03,GELSENKIRCHEN,4,2,16,0,59,4
2,2015-07-09,BOCHUM,14,1,56,6,196,25
2,2015-07-09,DORTMUND,26,1,104,7,364,45
2,2015-07-09,GELSENKIRCHEN,6,0,24,1,84,7
2,2015-07-17,BOCHUM,18,3,72,9,252,31
2,2015-07-17,DORTMUND,30,1,120,15,420,50
2,2015-07-17,GELSENKIRCHEN,8,0,32,4,112,12
2,2015-07-21,GELSENKIRCHEN,24,4,96,9,336,41
2,2015-07-24,NORDKIRCHEN,2,1,8,2,28,6
2,2015-07-27,NORDKIRCHEN,2,0,8,1,28,4
2,2015-07-30,GELSENKIRCHEN,11,0,44,9,154,24
2,2015-08-04,BOCHUM,26,5,104,7,390,40
2,2015-08-04,DORTMUND,42,2,168,22,588,55
2,2015-08-04,GELSENKIRCHEN,10,2,40,6,150,17
2,2015-08-10,NORDKIRCHEN,2,0,8,1,28,5
2,2015-08-19,GELSENKIRCHEN,20,2,80,7,280,26
2,2015-08-20,BOCHUM,12,1,48,5,168,17
2,2015-08-20,DORTMUND,28,3,112,13,392,43
2,2015-08-20,GELSENKIRCHEN,10,2,40,3,140,14
2,2015-08-21,BOCHUM,150,14,600,49,2114,212
2,2015-08-21,DORTMUND,7,1,28,6,98,9
2,2015-08-21,GELSENKIRCHEN,99,10,396,39,1485,159
2,2015-08-24,NORDKIRCHEN,6,0,24,6,90,12
2,2015-08-25,BOCHUM,2,1,8,1,28,0
2,2015-08-25,DORTMUND,8,0,32,2,112,7
2,2015-09-01,BOCHUM,6,0,24,4,90,10
2,2015-09-01,DORTMUND,12,2,48,8,180,21
2,2015-09-01,GELSENKIRCHEN,2,0,8,0,30,4
2,2015-09-02,DORTMUND,6,1,24,3,84,9
2,2015-09-03,BOCHUM,12,1,48,9,176,18
2,2015-09-03,DORTMUND,20,3,80,13,280,37
2,2015-09-03,GELSENKIRCHEN,4,1,16,3,60,2
2,2015-09-08,BOCHUM,30,3,120,19,450,46
2,2015-09-08,DORTMUND,46,6,184,25,690,75
2,2015-09-08,GELSENKIRCHEN,14,1,56,1,210,16
2,2015-09-10,DORTMUND,6,1,24,2,84,11
2,2015-09-14,BOCHUM,10,0,40,6,140,16
2,2015-09-14,DORTMUND,16,0,64,8,224,21
2,2015-09-14,GELSENKIRCHEN,4,0,16,1,56,4
2,2015-09-16,BOCHUM,14,0,56,1,196,21
2,2015-09-16,DORTMUND,26,0,104,9,364,31
2,2015-09-16,GELSENKIRCHEN,10,1,40,2,140,18
2,2015-09-21,GELSENKIRCHEN,78,9,312,38,1092,113
2,2015-09-23,BOCHUM,34,1,136,20,476,48
2,2015-09-23,DORTMUND,43,9,172,14,602,60
2,2015-09-23,GELSENKIRCHEN,16,2,64,12,224,30
2,2015-09-25,BOCHUM,6,1,24,2,84,3
2,2015-09-25,DORTMUND,12,1,48,3,168,19
2,2015-09-25,GELSENKIRCHEN,2,1,8,2,28,3
2,2015-10-01,BOCHUM,8,0,32,1,120,14
2,2015-10-01,DORTMUND,12,0,48,5,180,15
2,2015-10-01,GELSENKIRCHEN,2,0,8,0,30,3
2,2015-10-05,BOCHUM,2,0,8,2,28,2
2,2015-10-05,DORTMUND,10,1,40,5,140,18
2,2015-10-06,BOCHUM,8,0,32,2,120,19
2,2015-10-06,DORTMUND,14,1,56,6,210,24
2,2015-10-13,BOCHUM,12,2,48,3,180,18
2,2015-10-13,DORTMUND,30,5,120,11,450,40
2,2015-10-13,GELSENKIRCHEN,8,1,32,2,120,18
2,2015-10-21,BOCHUM,113,13,452,39,1582,176
2,2015-10-21,GELSENKIRCHEN,152,12,608,72,2218,239
2,2015-10-27,DORTMUND,2,1,8,0,30,2
2,2015-10-30,BOCHUM,3,0,12,1,45,7
2,2015-10-30,DORTMUND,70,11,280,28,1050,102
2,2015-11-09,BOCHUM,12,1,48,5,168,19
2,2015-11-09,DORTMUND,22,2,88,4,308,23
2,2015-11-09,GELSENKIRCHEN,6,0,24,6,84,9
2,2015-11-10,NORDKIRCHEN,4,0,16,1,56,5
2,2015-11-23,DORTMUND,50,4,200,24,750,76
2,2015-11-26,BOCHUM,6,0,24,1,84,9
2,2015-11-26,GELSENKIRCHEN,20,3,80,4,280,32
2,2015-11-27,NORDKIRCHEN,2,1,8,2,30,1
2,2015-12-02,NORDKIRCHEN,4,0,16,1,60,10
2,2015-12-04,BOCHUM,28,7,112,9,392,32
2,2015-12-04,DORTMUND,42,6,168,23,588,68
